strengthDefinition,target,quintile,signalCount,reachedCount,hitRatePct,strengthMin,strengthMedian,strengthMax,timeMeanMinutes,timeMedianMinutes,timeP75Minutes,timeP80Minutes,timeP90Minutes,deadline60mHitRatePct,deadline120mHitRatePct,deadline360mHitRatePct,deadline720mHitRatePct,deadline1440mHitRatePct,deadline2160mHitRatePct,deadline2880mHitRatePct
combinedStrength,4pct,5,23150,13380,57.796976241900644,0.0002773891130515896,0.0004182587666477434,0.015591780347063725,840.7568759342302,619,1190,1462.2000000000007,2087,2.591792656587473,6.388768898488122,18.72570194384449,32.84665226781858,46.03455723542116,53.0280777537797,57.796976241900644
accelerationToSlopeRatio,1pct,1,23151,17522,75.68571551984795,0.00016743394967881408,0.1548393674715108,0.3047859104376539,543.4702088802649,241,746,979.8000000000011,1647,17.19148200941644,26.132780441449615,45.02181331259989,56.109887261889334,66.23471988251048,71.9018616906397,75.68571551984795
accelerationToSlopeRatio,2pct,1,23151,13558,58.56334499589651,0.00016743394967881408,0.1548393674715108,0.3047859104376539,854.9417318188523,553,1370,1610,2174,4.466329748175025,8.656213554490087,22.016327588441104,33.93373936331044,44.80583992052179,52.58520150317481,58.56334499589651
accelerationToSlopeRatio,4pct,1,23151,8834,38.158178912358,0.00016743394967881408,0.1548393674715108,0.3047859104376539,1135.1306316504415,941.5,1775.75,1950.4000000000005,2354.7,0.5831281586108591,1.8703295753963112,7.615221804673664,15.0749427670511,25.078830288108506,32.55150965401062,38.158178912358
accelerationToSlopeRatio,1pct,2,23151,17951,77.53876722387801,0.30479998117239104,0.479792403589251,0.695672991950126,524.6720516962844,224,690,914,1626,18.49596129756814,27.756900349876894,47.06060213381711,58.89594401969678,68.35557859271738,73.71603818409572,77.53876722387801
accelerationToSlopeRatio,2pct,2,23151,14149,61.1161504902596,0.30479998117239104,0.479792403589251,0.695672991950126,826.2460951303979,532,1293,1545,2165,5.053777374627446,9.930456567750854,24.245172994687056,36.149626366031704,47.54870199991361,54.934992008984494,61.1161504902596
accelerationToSlopeRatio,4pct,2,23151,9386,40.542525160900176,0.30479998117239104,0.479792403589251,0.695672991950126,1102.913914340507,903,1706,1908,2376.5,0.9070882467280031,2.2893179560278174,8.582782601183535,16.733618418210877,27.618677378946916,34.65077102500972,40.542525160900176
accelerationToSlopeRatio,1pct,3,23150,17995,77.73218142548596,0.6956954223355905,0.9678389030646204,1.3461624583232694,512.2764656849125,214,671,884.2000000000007,1588,18.954643628509718,28.302375809935203,48.0475161987041,59.399568034557234,68.85529157667388,74.0561555075594,77.73218142548596
accelerationToSlopeRatio,2pct,3,23150,14294,61.745140388768895,0.6956954223355905,0.9678389030646204,1.3461624583232694,821.7670351196306,523,1278.75,1526,2155,5.209503239740821,10.086393088552915,24.63498920086393,36.574514038876885,48.2634989200864,55.5939524838013,61.745140388768895
accelerationToSlopeRatio,4pct,3,23150,9535,41.18790496760259,0.6956954223355905,0.9678389030646204,1.3461624583232694,1098.2701625589932,898,1685,1898,2381.6000000000004,0.9200863930885529,2.3844492440604754,8.760259179265658,17.123110151187902,27.987041036717063,35.330453563714904,41.18790496760259
accelerationToSlopeRatio,1pct,4,23151,17937,77.47829467409615,1.3462390428262703,1.9433387435732246,3.054010904384073,522.8186430283771,223,692,928,1616,18.007861431471643,27.964234806271865,47.073560537341805,58.749082113083674,68.32966178566801,73.89313636559976,77.47829467409615
accelerationToSlopeRatio,2pct,4,23151,13895,60.01900565850288,1.3462390428262703,1.9433387435732246,3.054010904384073,815.0766462756387,514,1249,1527.2000000000007,2145,4.61319165478813,9.438037233812794,24.227895123320806,36.05459807351734,47.23770031532115,54.15748779750334,60.01900565850288
