symbol,datasetGroup,apiPosition,historicalBinanceArrayPosition,profitClass,netProfit,grossProfit,fees,returnPct,signals,accepted,buys,sells,winningPositions,losingPositions,flatPositions,winRate,priceMin,priceMax,priceTick,lotMin,lotMax,lotStep,marketLotMin,marketLotMax,marketLotStep,percentBidUp,percentBidDown,percentAskUp,percentAskDown,percentAvgPriceMins,minNotional,maxNotional,baseAssetPrecision,quotePrecision,quoteAssetPrecision,structuralFingerprint,cohortCatalogueCount,cohortStrategyCount,cohortPositiveRate,cohortFlatRate,cohortNegativeRate,cohortTotalNetProfit,cohortMeanNetProfit,cohortMedianNetProfit,cohortPositiveNetProfit,cohortNegativeNetProfit
TFUELUSDT,Sample,519,519,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,1000,0.00001,1,9000000,1,0,1280914.6625,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=1000|priceTick=0.00001|lotMin=1|lotMax=9000000|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,13,7,0,1,0,0,0,0,0,0
ONEUSDT,Sample,525,525,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,1000,0.000001,0.1,9000000,0.1,0,14793143.78458333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.000001|priceMax=1000|priceTick=0.000001|lotMin=0.1|lotMax=9000000|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,6,2,0,1,0,0,0,0,0,0
ALGOUSDT,Sample,541,541,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,100000,0.0001,1,922327,1,0,878957.675,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=100000|priceTick=0.0001|lotMin=1|lotMax=922327|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,2,1,0,1,0,0,0,0,0,0
DOGEUSDT,Sample,558,558,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,1000,0.00001,1,9000000,1,0,22777918.92083333,0,1.2,0.5,2,0.8,5,1,9000000,8,8,8,priceMin=0.00001|priceMax=1000|priceTick=0.00001|lotMin=1|lotMax=9000000|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=1|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,5,1,0,1,0,0,0,0,0,0
DUSKUSDT,Sample,563,563,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,1000,0.0001,1,9222449,1,0,121464.8625,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=1000|priceTick=0.0001|lotMin=1|lotMax=9222449|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,2,1,0,1,0,0,0,0,0,0
ANKRUSDT,Sample,569,569,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,1000,0.00001,0.1,9000000,0.1,0,5485703.49875,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=1000|priceTick=0.00001|lotMin=0.1|lotMax=9000000|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,7,3,0,1,0,0,0,0,0,0
WINUSDT,Sample,577,577,flat,0,0,0,0,0,0,0,0,0,0,0,0,1e-8,100,1e-8,1,913205152,1,0,282911439.0208333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=1e-8|priceMax=100|priceTick=1e-8|lotMin=1|lotMax=913205152|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,2,1,0,1,0,0,0,0,0,0
MTLUSDT,Sample,588,588,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.001,1000,0.001,0.1,900000,0.1,0,58653.70791666,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.001|priceMax=1000|priceTick=0.001|lotMin=0.1|lotMax=900000|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,6,2,0,0.5,0.5,-0.060666223090151794,-0.030333111545075897,-0.030333111545075897,0,-0.060666223090151794
CVCUSDT,Sample,604,604,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,1000,0.00001,1,9000000,1,0,115047.10416666,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=1000|priceTick=0.00001|lotMin=1|lotMax=9000000|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,13,7,0,1,0,0,0,0,0,0
CHZUSDT,Sample,609,609,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,1000,0.00001,1,9000000,1,0,2387819.47916666,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=1000|priceTick=0.00001|lotMin=1|lotMax=9000000|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,13,7,0,1,0,0,0,0,0,0
BANDUSDT,Sample,612,612,flat,0,0,0,0,6,0,0,0,0,0,0,0,0.0001,10000,0.0001,0.1,90000,0.1,0,33315.68666666,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=10000|priceTick=0.0001|lotMin=0.1|lotMax=90000|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,5,3,0,1,0,0,0,0,0,0
XTZUSDT,Sample,621,621,flat,0,0,0,0,1,0,0,0,0,0,0,0,0.0001,1000,0.0001,0.1,900000,0.1,0,260467.48875,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=1000|priceTick=0.0001|lotMin=0.1|lotMax=900000|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,20,5,0.2,0.8,0,0.17980000000000085,0.03596000000000017,0,0.17980000000000085,0
RVNUSDT,Sample,623,623,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,1000,0.00001,0.1,9000000,0.1,0,9222449,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=1000|priceTick=0.00001|lotMin=0.1|lotMax=9000000|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,7,3,0,1,0,0,0,0,0,0
HBARUSDT,Sample,627,627,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,1000,0.00001,1,9000000,1,0,3138594.5,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=1000|priceTick=0.00001|lotMin=1|lotMax=9000000|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,13,7,0,1,0,0,0,0,0,0
KAVAUSDT,Sample,642,642,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,1000,0.00001,0.1,900000,0.1,0,258531.34916666,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=1000|priceTick=0.00001|lotMin=0.1|lotMax=900000|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,7,2,0,1,0,0,0,0,0,0
ARPAUSDT,Sample,648,648,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,1000,0.00001,0.1,9000000,0.1,0,941692.50791666,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=1000|priceTick=0.00001|lotMin=0.1|lotMax=9000000|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,7,3,0,1,0,0,0,0,0,0
IOTXUSDT,Sample,651,651,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,1000,0.000001,1,92141578,1,0,3277268.05833333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.000001|priceMax=1000|priceTick=0.000001|lotMin=1|lotMax=92141578|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,13,3,0,1,0,0,0,0,0,0
RLCUSDT,Sample,652,652,flat,0,0,0,0,8,0,0,0,0,0,0,0,0.0001,1000,0.0001,0.1,900000,0.1,0,31791.385,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=1000|priceTick=0.0001|lotMin=0.1|lotMax=900000|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,20,5,0.2,0.8,0,0.17980000000000085,0.03596000000000017,0,0.17980000000000085,0
EURUSDT,Sample,694,694,flat,0,0,0,0,4,0,0,0,0,0,0,0,0.9,1.4,0.0001,0.1,6000000,0.1,0,265417.15541666,0,1.1,0.8,1.2,0.9,5,5,9000000,8,8,8,priceMin=0.9|priceMax=1.4|priceTick=0.0001|lotMin=0.1|lotMax=6000000|lotStep=0.1|bidUp=1.1|bidDown=0.8|askUp=1.2|askDown=0.9|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,4,1,0,1,0,0,0,0,0,0
OGNUSDT,Sample,697,697,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,1000,0.00001,1,900000,1,0,469128.28333333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=1000|priceTick=0.00001|lotMin=1|lotMax=900000|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,6,2,0.5,0.5,0,1.2586000000000033,0.6293000000000016,0.6293000000000016,1.2586000000000033,0
LSKUSDT,Sample,718,718,flat,0,0,0,0,15,0,0,0,0,0,0,0,0.0001,1000,0.0001,0.1,900000,0.1,0,23983.77333333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=1000|priceTick=0.0001|lotMin=0.1|lotMax=900000|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,20,5,0.2,0.8,0,0.17980000000000085,0.03596000000000017,0,0.17980000000000085,0
MBLUSDT,Sample,749,749,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,1000,0.000001,1,92141578,1,0,13716591.84166666,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.000001|priceMax=1000|priceTick=0.000001|lotMin=1|lotMax=92141578|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,13,3,0,1,0,0,0,0,0,0
COTIUSDT,Sample,752,752,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,1000,0.00001,1,9000000,1,0,1603453.49583333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=1000|priceTick=0.00001|lotMin=1|lotMax=9000000|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,13,7,0,1,0,0,0,0,0,0
CTSIUSDT,Sample,786,786,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,1000,0.00001,1,9000000,1,0,334772.08333333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=1000|priceTick=0.00001|lotMin=1|lotMax=9000000|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,13,7,0,1,0,0,0,0,0,0
HIVEUSDT,Sample,791,791,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,1000,0.0001,1,900000,1,0,192442.675,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=1000|priceTick=0.0001|lotMin=1|lotMax=900000|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,10,4,0,1,0,0,0,0,0,0
CHRUSDT,Sample,794,794,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,1000,0.00001,1,9000000,1,0,380551.675,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=1000|priceTick=0.00001|lotMin=1|lotMax=9000000|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,13,7,0,1,0,0,0,0,0,0
KNCUSDT,Sample,812,812,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,10000,0.0001,0.1,9222449,0.1,0,78328.50625,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=10000|priceTick=0.0001|lotMin=0.1|lotMax=9222449|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,14,4,0,0.75,0.25,-0.08529875666074481,-0.021324689165186202,0,0,-0.08529875666074481
SCUSDT,Sample,841,841,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,1000,0.000001,1,92141578,1,0,6154429.71666666,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.000001|priceMax=1000|priceTick=0.000001|lotMin=1|lotMax=92141578|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,13,3,0,1,0,0,0,0,0,0
SNXUSDT,Sample,849,849,flat,0,0,0,0,4,0,0,0,0,0,0,0,0.0001,10000,0.0001,0.1,90000,0.1,0,83960.44708333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=10000|priceTick=0.0001|lotMin=0.1|lotMax=90000|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,5,3,0,1,0,0,0,0,0,0
VTHOUSDT,Sample,858,858,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,1000,0.000001,1,92141578,1,0,29452044.67083333,0,1.2,0.5,2,0.8,5,1,9000000,8,8,8,priceMin=0.000001|priceMax=1000|priceTick=0.000001|lotMin=1|lotMax=92141578|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=1|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,3,2,0,1,0,0,0,0,0,0
MANAUSDT,Sample,902,902,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,1000,0.0001,1,900000,1,0,631192.53333333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=1000|priceTick=0.0001|lotMin=1|lotMax=900000|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,10,4,0,1,0,0,0,0,0,0
DOTUSDT,OutOfSample,954,954,flat,0,0,0,0,162,0,0,0,0,0,0,0,0.001,10000,0.001,0.01,90000,0.01,0,145021.94395833,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.001|priceMax=10000|priceTick=0.001|lotMin=0.01|lotMax=90000|lotStep=0.01|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,35,7,0.7142857142857143,0.14285714285714285,0.14285714285714285,4.476389349545711,0.6394841927922444,0.2854040668351565,5.120980852199235,-0.6445915026535254
FILUSDT,OutOfSample,1105,1105,flat,0,0,0,0,157,0,0,0,0,0,0,0,0.0001,10000,0.0001,0.01,9222449,0.01,0,188611.95083333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=10000|priceTick=0.0001|lotMin=0.01|lotMax=9222449|lotStep=0.01|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,6,1,0,1,0,0,0,0,0,0
ICPUSDT,OutOfSample,1424,1424,flat,0,0,0,0,1255,0,0,0,0,0,0,0,0.001,100000,0.001,0.01,922327,0.01,0,41028.31633333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.001|priceMax=100000|priceTick=0.001|lotMin=0.01|lotMax=922327|lotStep=0.01|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,2,1,0,1,0,0,0,0,0,0
MINAUSDT,OutOfSample,1563,1563,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,10000,0.0001,0.1,9222449,0.1,0,167978.98166666,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=10000|priceTick=0.0001|lotMin=0.1|lotMax=9222449|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,14,4,0,0.75,0.25,-0.08529875666074481,-0.021324689165186202,0,0,-0.08529875666074481
RAYUSDT,OutOfSample,1566,1566,flat,0,0,0,0,396,0,0,0,0,0,0,0,0.0001,10000,0.0001,0.1,9222449,0.1,0,39811.05041666,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=10000|priceTick=0.0001|lotMin=0.1|lotMax=9222449|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,14,4,0,0.75,0.25,-0.08529875666074481,-0.021324689165186202,0,0,-0.08529875666074481
ARBUSDT,OutOfSample,2167,2167,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,1000,0.0001,0.1,92141578,0.1,0,1352258.59916666,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=1000|priceTick=0.0001|lotMin=0.1|lotMax=92141578|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,87,7,0.14285714285714285,0.8571428571428571,0,0.17979999999999996,0.02568571428571428,0,0.17979999999999996,0
SUIUSDT,OutOfSample,2202,2202,flat,0,0,0,0,130,0,0,0,0,0,0,0,0.0001,1000,0.0001,0.1,92141578,0.1,0,355117.73083333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=1000|priceTick=0.0001|lotMin=0.1|lotMax=92141578|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,87,7,0.14285714285714285,0.8571428571428571,0,0.17979999999999996,0.02568571428571428,0,0.17979999999999996,0
PEPEUSDT,OutOfSample,2210,2210,flat,0,0,0,0,0,0,0,0,0,0,0,0,1e-8,0.1,1e-8,1,92233720368,1,0,92233720368,0,1.2,0.5,2,0.8,5,1,9000000,2,8,8,priceMin=1e-8|priceMax=0.1|priceTick=1e-8|lotMin=1|lotMax=92233720368|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=1|maxNotional=9000000|basePrecision=2|quotePrecision=8|quoteAssetPrecision=8,8,1,0,1,0,0,0,0,0,0
WLDUSDT,OutOfSample,2255,2255,flat,0,0,0,0,24,0,0,0,0,0,0,0,0.0001,1000,0.0001,0.1,92141578,0.1,0,646466.10125,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=1000|priceTick=0.0001|lotMin=0.1|lotMax=92141578|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,87,7,0.14285714285714285,0.8571428571428571,0,0.17979999999999996,0.02568571428571428,0,0.17979999999999996,0
FDUSDUSDT,OutOfSample,2259,2259,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,0.0001,1,10000000,1,0,2122900.1375,0,1.1,0.9,1.1,0.9,5,5,9000000,8,8,8,priceMin=0.8|priceMax=1.2|priceTick=0.0001|lotMin=1|lotMax=10000000|lotStep=1|bidUp=1.1|bidDown=0.9|askUp=1.1|askDown=0.9|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,14,3,0,1,0,0,0,0,0,0
BLURUSDT,OutOfSample,2364,2364,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,1000,0.00001,0.1,92141578,0.1,0,982147.21708333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=1000|priceTick=0.00001|lotMin=0.1|lotMax=92141578|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,60,3,0,1,0,0,0,0,0,0
JUPUSDT,OutOfSample,2453,2453,flat,0,0,0,0,3,0,0,0,0,0,0,0,0.0001,1000,0.0001,0.1,92141578,0.1,0,308913.31333333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=1000|priceTick=0.0001|lotMin=0.1|lotMax=92141578|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,87,7,0.14285714285714285,0.8571428571428571,0,0.17979999999999996,0.02568571428571428,0,0.17979999999999996,0
ETHFIUSDT,OutOfSample,2540,2540,flat,0,0,0,0,121,0,0,0,0,0,0,0,0.0001,1000,0.0001,0.1,92141578,0.1,0,171531.45875,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=1000|priceTick=0.0001|lotMin=0.1|lotMax=92141578|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,87,7,0.14285714285714285,0.8571428571428571,0,0.17979999999999996,0.02568571428571428,0,0.17979999999999996,0
ENAUSDT,OutOfSample,2556,2556,flat,0,0,0,0,13,0,0,0,0,0,0,0,0.0001,1000,0.0001,0.01,92141578,0.01,0,2944581.88329166,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=1000|priceTick=0.0001|lotMin=0.01|lotMax=92141578|lotStep=0.01|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,33,1,0,1,0,0,0,0,0,0
SAGAUSDT,OutOfSample,2576,2576,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,1000,0.00001,0.1,92141578,0.1,0,326886.5825,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=1000|priceTick=0.00001|lotMin=0.1|lotMax=92141578|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,60,3,0,1,0,0,0,0,0,0
REZUSDT,OutOfSample,2613,2613,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,1000,0.000001,0.1,92141578,0.1,0,8042213.79583333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.000001|priceMax=1000|priceTick=0.000001|lotMin=0.1|lotMax=92141578|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,4,1,0,1,0,0,0,0,0,0
POLUSDT,OutOfSample,2733,2733,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,1000,0.00001,0.1,92141578,0.1,0,612977.73291666,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=1000|priceTick=0.00001|lotMin=0.1|lotMax=92141578|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,60,3,0,1,0,0,0,0,0,0
THEUSDT,OutOfSample,2801,2801,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,1000,0.0001,0.1,92141578,0.1,0,507284.94416666,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=1000|priceTick=0.0001|lotMin=0.1|lotMax=92141578|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,87,7,0.14285714285714285,0.8571428571428571,0,0.17979999999999996,0.02568571428571428,0,0.17979999999999996,0
