symbol,datasetGroup,marketClass,marketNetProfit,marketReturnPct,strategySignals,acceptedSignals,rejectedByCapacity,acceptanceRate,candidateSignalsAnalysed,signalsPerDay,meanSlope20,medianSlope20,meanAcceleration,medianAcceleration,meanNormalisedSlope20,medianNormalisedSlope20,meanNormalisedAcceleration,medianNormalisedAcceleration,meanReturn5,meanReturn20,meanReturn50,meanVolatility20,meanVolatility50,meanEfficiency20,meanEfficiency50,meanTrendPersistence20,meanTrendPersistence50,meanReversalRate20,meanReversalRate50,meanForward5Return,meanForward15Return,meanForward30Return,meanForward60Return,meanForward120Return,meanForward360Return,meanForward720Return,meanForward1440Return,meanForward2880Return,meanMfe5,meanMfe15,meanMfe30,meanMfe60,meanMfe120,meanMfe360,meanMfe720,meanMfe1440,meanMfe2880,meanMae5,meanMae15,meanMae30,meanMae60,meanMae120,meanMae360,meanMae720,meanMae1440,meanMae2880,target1Rate,target2Rate,target4Rate,stopRate,reached1ThenFailed2Rate,reached2ThenFailed4Rate,meanTimeTo1PctMinutes,medianTimeTo1PctMinutes,meanTimeTo2PctMinutes,medianTimeTo2PctMinutes,meanTimeTo4PctMinutes,medianTimeTo4PctMinutes,meanTimeToStopMinutes,medianTimeToStopMinutes
ONEUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGOUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGEUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSKUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WINUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTLUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVCUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHZUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANDUSDT,Sample,flat,0,0,6,0,6,0,6,0.20000462973679947,-0.00024354636523633803,-0.0002478195481938584,0.00019407108175067565,0.00018404839899323501,-0.0013446302073990108,-0.0013653335276070974,0.0010710225304733409,0.001014248201821338,0.0007598874355284427,-0.027344882592034325,-0.08528216206467008,0.004760412740866477,0.006689107592397512,0.4059844128195181,0.4527418617320251,0.3916666666666666,0.4366666666666667,0.5964912280701754,0.5748299319727891,-0.0050348445892481886,0.004259949714583322,0.015583007729158141,0.02815602295186681,0.04563308422438047,0.010409610773927954,0.008948089581278684,0.015014371992240242,-0.001908982286885741,0.0034131519804372346,0.011435289109188415,0.02138259099759728,0.03479069406403797,0.05410678701989998,0.07011154975475702,0.07011154975475702,0.07011154975475702,0.07011154975475702,-0.007887970492256887,-0.010083710895981979,-0.010083710895981979,-0.010083710895981979,-0.010083710895981979,-0.010083710895981979,-0.010083710895981979,-0.02260569643338069,-0.06178977071527222,1,1,1,0,0,0,18,10.5,29.666666666666668,23.5,95.66666666666667,99.5,0,0
XTZUSDT,Sample,flat,0,0,1,0,1,0,1,0.033334104956133245,-0.00014488721756210772,-0.00014488721756210772,0.0002117466360263862,0.0002117466360263862,-0.0006123720099835491,-0.0006123720099835491,0.0008949561962231031,0.0008949561962231031,-0.0016877637130801038,-0.006299874002519967,-0.06371191135734067,0.002756597013161352,0.007003563884085419,0.14285714285714965,0.30206378986867305,0.45,0.46,0.2631578947368421,0.40816326530612246,0.011411665257819115,0.01014370245139462,0.0038038884192730382,0.01606086221470826,0.01901944209636519,0.0008453085376163294,0.0004226542688081647,-0.06382079459002532,-0.031276415891800635,0.011411665257819115,0.013102282333051551,0.013102282333051551,0.01606086221470826,0.025781910397294938,0.025781910397294938,0.025781910397294938,0.025781910397294938,0.025781910397294938,-0.00295857988165682,-0.00295857988165682,-0.00295857988165682,-0.00295857988165682,-0.00295857988165682,-0.02071005917159774,-0.02071005917159774,-0.07269653423499578,-0.07269653423499578,1,1,0,0,0,1,5,5,78,78,0,0,0,0
RVNUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBARUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
