symbol,datasetGroup,marketClass,marketNetProfit,marketReturnPct,strategySignals,acceptedSignals,rejectedByCapacity,acceptanceRate,candidateSignalsAnalysed,signalsPerDay,meanSlope20,medianSlope20,meanAcceleration,medianAcceleration,meanNormalisedSlope20,medianNormalisedSlope20,meanNormalisedAcceleration,medianNormalisedAcceleration,meanReturn5,meanReturn20,meanReturn50,meanVolatility20,meanVolatility50,meanEfficiency20,meanEfficiency50,meanTrendPersistence20,meanTrendPersistence50,meanReversalRate20,meanReversalRate50,meanForward5Return,meanForward15Return,meanForward30Return,meanForward60Return,meanForward120Return,meanForward360Return,meanForward720Return,meanForward1440Return,meanForward2880Return,meanMfe5,meanMfe15,meanMfe30,meanMfe60,meanMfe120,meanMfe360,meanMfe720,meanMfe1440,meanMfe2880,meanMae5,meanMae15,meanMae30,meanMae60,meanMae120,meanMae360,meanMae720,meanMae1440,meanMae2880,target1Rate,target2Rate,target4Rate,stopRate,reached1ThenFailed2Rate,reached2ThenFailed4Rate,meanTimeTo1PctMinutes,medianTimeTo1PctMinutes,meanTimeTo2PctMinutes,medianTimeTo2PctMinutes,meanTimeTo4PctMinutes,medianTimeTo4PctMinutes,meanTimeToStopMinutes,medianTimeToStopMinutes
STXUSDT,Sample,positive,0.17980000000000085,0.017980000000000086,7,1,6,0.14285714285714285,7,0.2333387346929327,-0.00018712137490261674,-0.0001751879699493561,0.00017879939340721224,0.0001729052882576658,-0.0008404170279513734,-0.0007630106785925386,0.0007901580961315993,0.0007621900970390611,-0.0013786652240738637,-0.0241617463082591,-0.05443132123733279,0.005619882182027268,0.005174013364967074,0.346799264486663,0.33130581049922825,0.39285714285714285,0.40857142857142853,0.42857142857142855,0.4198250728862974,0.007930046265789732,0.010808604193242699,0.015565257198116871,0.005420427387779322,0.0036722585363413917,0.021542866633176522,0.051061124422611695,0.05097047783967006,0.08374954083282557,0.015852331416728132,0.017831624964817543,0.024928063026391088,0.028715076999090674,0.02990246104361757,0.04747020843235705,0.10160230382141625,0.12974702045134884,0.1472089484395364,-0.002613874164405077,-0.002984931678319734,-0.0042465272256295705,-0.00922755769207533,-0.009601110176199372,-0.03281588168475813,-0.04026099882389088,-0.04105370591861936,-0.043714936879493606,1,1,1,0,0,0,3.2857142857142856,3,27.285714285714285,18,530.4285714285714,406,0,0
KAVAUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARPAUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOTXUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RLCUSDT,Sample,flat,0,0,8,0,8,0,8,0.26667283964906596,-0.00015925751925070707,-0.00015537594030333001,0.00020636793094806096,0.00021028792526158537,-0.0004876748197398786,-0.00047522689770544875,0.0006316417537083008,0.0006431832718256694,-0.0031539149023806917,-0.009090826325757514,-0.040494774827733615,0.0028811379483299785,0.006530736886653891,0.23002260945914266,0.2531662959751733,0.2875,0.30500000000000005,0.37499999999999994,0.23979591836734696,-0.01097571453046517,-0.0031289606507662743,-0.017887391254198956,-0.0064396602710753426,-0.0017876304553091776,-0.02190461774752156,-0.0203416430952697,-0.07407185507189318,-0.045020507340132035,-1.3401946828695e-7,0.0034565390369698523,0.0034565390369698523,0.0034565390369698523,0.005985418900445516,0.005985418900445516,0.005985418900445516,0.005985418900445516,0.006903847463044871,-0.012819458494117475,-0.01850600943553614,-0.022792112672368164,-0.02340429510273241,-0.02340429510273241,-0.04207900920891841,-0.04207900920891841,-0.08524515165108604,-0.08524515165108604,0.125,0,0,0,0.125,0,9,9,0,0,0,0,0,0
BCHUSDT,Sample,negative,-2.1195238795901137,-0.002077964587833445,4214,102,4112,0.02420503084954912,4214,140.4699182851455,-0.02036439383459509,-0.012105262230454132,0.020242634349948097,0.011542239408481212,-0.00008163805454010918,-0.00005068020840263297,0.00008095068175550828,0.00004785282297481911,0.00001541461932842667,-0.0017793795621967822,-0.006398142640161564,0.0008429614201676092,0.0009422709923645993,0.17453432520304052,0.1975230825697541,0.30888704318936694,0.29860465116278795,0.2724752079534352,0.2631558556027983,0.00006207638347786019,0.000177682155704252,0.00041781976988760955,0.0000972754091536515,-0.0005484075109249047,0.00027680930807490064,-0.00016457665760286495,-0.0003394193913082932,0.0036861400862767176,0.0012745096123453123,0.002446360050319142,0.0036315251568185924,0.00513385775879664,0.0069343929981332975,0.01324925313921472,0.019339088041133465,0.029097040596927394,0.046811014406308915,-0.0013928366739824843,-0.0026264486253573796,-0.0037582521686537465,-0.005725397527469769,-0.008254516946061398,-0.014042475367821173,-0.019861343384858864,-0.027856881922524585,-0.03758929057823629,0.7892738490745135,0.6179401993355482,0.37209302325581395,0.06691979117228286,0.17133364973896537,0.24584717607973422,554.8214070956103,253.5,1007.7127496159754,663.5,1305.876913265306,1091,1414.3936170212767,1375.5
EURUSDT,Sample,flat,0,0,4,0,4,0,4,0.13333641982453298,-0.0003437218039273222,-0.00024454887159656644,0.0008136371398160866,0.000919204335115405,-0.0002932026794573397,-0.00020865475991865037,0.0006942403569572579,0.0007843793557429128,-0.0002985002048047358,-0.01746728612336948,-0.036139721913093587,0.0025416999960268796,0.0033931545515946252,0.6569395821569799,0.5540546766196135,0.2625,0.315,0.22368421052631576,0.25510204081632654,-0.00021322143454843845,-0.000170546583236314,-0.0001705593181968723,-0.0003198639983846008,-0.00044783215898538953,-0.0008531131932304759,-0.002388851219007476,-0.0046498143297751815,-0.004671138114401535,0.00006400591740574058,0.00008534243699270805,0.00010667895657962001,0.00012801183481153666,0.00012801183481153666,0.0014718303650218534,0.0014718303650218534,0.0014718303650218534,0.0014718303650218534,-0.0002772146169936207,-0.0003198639983846008,-0.0003198639983846008,-0.0004905015568042737,-0.0006611391152239188,-0.0010024142320631813,-0.002452833478630373,-0.004713791135904838,-0.0056949470886040465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGNUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSKUSDT,Sample,flat,0,0,15,0,15,0,15,0.5000115743419987,-0.00018354887095704792,-0.00017195488726165473,0.00019411867611609796,0.0001837419631429499,-0.0017380266899243908,-0.001664616527218342,0.0018356706437978525,0.0017975868936643475,-0.00039550807547263924,-0.03123942040405817,-0.11169627965754435,0.007714615258390555,0.013169901004682962,0.27711021982075096,0.2655101034352642,0.47333333333333333,0.45066666666666666,0.343859649122807,0.4081632653061225,-0.0065802070134044115,-0.008627907684915385,-0.01741341985970525,-0.034111158725965034,-0.03607082320893464,-0.030558902636402676,-0.041204768071511515,-0.03894054870496733,-0.04867439803904981,0.006152643333183365,0.012235667236454728,0.015000212509750862,0.015000212509750862,0.015000212509750862,0.015000212509750862,0.03715499771200222,0.045023850171018606,0.045023850171018606,-0.013105891974645897,-0.023478830526225538,-0.03209031542525779,-0.04953213807597654,-0.05974370011874641,-0.06436923664529602,-0.07540713896463777,-0.07746377001737488,-0.09622771856172076,0.6,0.6,0.5333333333333333,0.3333333333333333,0,0.06666666666666667,107.66666666666667,14,110,15,576.125,535.5,1851.8,2293
MBLUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COTIUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLUSDT,Sample,positive,4.087759926981848,0.0070478619430721515,4104,58,4046,0.014132553606237816,4104,136.80316673997083,-0.006194065364672535,-0.0038947369370682175,0.005744460799685759,0.0034165602577158616,-0.0000642450024062243,-0.00004125336284992779,0.00005945859884392989,0.00003690076246014857,0.00006948260175888981,-0.0013439512230908523,-0.004813405518969187,0.0007202328539615066,0.0007651971205466907,0.15555259652375902,0.1743786643936059,0.41839668615984693,0.4037816764132666,0.438250230840259,0.4168556311413269,0.00008611012619076487,0.0001699695104064681,0.0004737795566561738,0.0006091357664898245,0.0008842519744182478,0.002475464881682595,0.004330330783336991,0.00919789166167273,0.021592245745360398,0.001229214212019009,0.002234723734015237,0.0032582139088617097,0.004643470351748215,0.006563183348093123,0.012590456856821199,0.018595543215634936,0.03038418725331723,0.05143991140120678,-0.00122841097590865,-0.0023379142859879898,-0.003121012778324002,-0.004332419250314587,-0.006110564175169297,-0.009729871880285929,-0.013756366812947791,-0.019065598010269913,-0.023685672570336422,0.7772904483430799,0.5923489278752436,0.41228070175438597,0,0.18494152046783627,0.1800682261208577,572.9250783699059,279.5,957.8708350473056,704,1347.6182033096927,1277.5,0,0
CTSIUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIVEUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNCUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMPUSDT,Sample,positive,8.681159349790141,0.00894964881421664,3455,97,3358,0.028075253256150505,3455,115.16933262344035,-0.0017750302605036845,-0.0012706767835481885,0.0017643504564236912,0.0011730207654160993,-0.00009262317049175563,-0.00006670565120691216,0.00009208290332546948,0.00006185044762310156,-0.00006835822709156728,-0.002101155229546513,-0.007069008648416416,0.0009346623486183041,0.0010433314245286158,0.24709037886822977,0.25338920350194166,0.2183357452966724,0.21627785817655532,0.16493259197196616,0.16194807879736176,0.00010398881852735961,0.00022581169637899545,0.0005020644553332007,0.000898467442608736,0.0009675934685503097,0.001969190188225454,0.005054887962737938,0.008946797359842683,0.015148292891841067,0.0012303031560179025,0.0025543174096005292,0.003923668250680739,0.005688666685274471,0.008173473245845922,0.015367895688243349,0.02389542043960802,0.03619496192866292,0.05402545441390858,-0.0012368612172077107,-0.002503886331366864,-0.003686538446036773,-0.005021334103992902,-0.007286105683388698,-0.012139082579249413,-0.01617938307758643,-0.022109535227899612,-0.029343556627453474,0.8648335745296671,0.7267727930535456,0.47930535455861073,0.0341534008683068,0.13806078147612155,0.24746743849493488,409.5458500669344,236,844.2791716447631,493,1214.9631642512077,1126,1582.457627118644,1788.5
SCUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZENUSDT,Sample,positive,1.0768324804883163,0.003589441601627721,2736,30,2706,0.010964912280701754,2736,91.20211115998056,-0.0009868088328543003,-0.0006492481044461558,0.0010304771174449803,0.0006226423424912659,-0.00016835149063659487,-0.00011808045141411459,0.0001744393350548706,0.00011464760298066491,-0.00018810907944595564,-0.0038122917566200693,-0.013406043050852582,0.0015658776291810575,0.001782701959888173,0.1818195465972732,0.21904028640021422,0.39477339181286797,0.3822441520467861,0.45052323791935894,0.42508801766320636,0.0001010783275366827,0.00047806997149567093,0.0008014878233660823,0.0015662265554764556,0.0026961152419911695,0.006644246480545824,0.012933002946390632,0.017491876358288846,0.03383677288981456,0.0024659442750831614,0.004949907698650551,0.007312223865429811,0.010843745375903265,0.01582042890697558,0.02924589484384877,0.0485233804834496,0.07149262170781055,0.10793422725221842,-0.002650189005057257,-0.00502773243416115,-0.007060802864890704,-0.01001130546474327,-0.013561591265637612,-0.021456051999190102,-0.028820093064421265,-0.03547722266245336,-0.04414235901099985,0.9060672514619883,0.8194444444444444,0.6385233918128655,0.05921052631578947,0.08662280701754387,0.18092105263157895,245.45098830173458,77,451.57091882247994,231,753.0085861476817,559,1404.7345679012346,1284.5
SNXUSDT,Sample,flat,0,0,4,0,4,0,4,0.13333641982453298,-0.000167161653774458,-0.00016936090189464476,0.00020442177961551262,0.0001873209708710843,-0.0007124286959912764,-0.0007235486165485092,0.000869865351752111,0.0008004958047105695,-0.0014784204308929683,-0.02068425021126466,-0.06296052511743191,0.005727054041441358,0.010152962718051939,0.24857894736842706,0.24763824250582414,0.4,0.44,0.48684210526315785,0.4489795918367347,0.009197049185191597,0.011788229990687071,0.002557288079743203,0.007501602043086281,-0.000936924714107279,-0.02913857021193214,-0.02852610448853815,-0.0762473465128253,-0.036287749281476656,0.011317836197908493,0.01826072539466045,0.018788597016282105,0.020372211881146962,0.020372211881146962,0.020372211881146962,0.020372211881146962,0.020372211881146962,0.020372211881146962,-0.0015830099212920945,-0.002849901813184008,-0.004011219380751552,-0.009778734635142367,-0.010728903554061309,-0.05035087253316223,-0.05035087253316223,-0.08613845741751136,-0.08613845741751136,1,0.75,0,0,0.25,0.75,10.75,4,13.666666666666666,14,0,0,0,0
VTHOUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCRUSDT,Sample,positive,5.315004369275451,0.005368691282096415,3480,99,3381,0.028448275862068967,3480,116.00268524734369,-0.0017391367697637725,-0.0009323308641560152,0.001898299168683491,0.0008955265748851475,-0.0001206004331768818,-0.00006855100185030146,0.00012964817914593125,0.00006524103902584243,-0.00016328874853894286,-0.002700272771912244,-0.009781820567938835,0.0014726963665900742,0.0016726409998608898,0.20425942271492536,0.20312914120764375,0.19571839080459733,0.19460344827586323,0.1698578342407715,0.16424466338259,0.0001961243975563385,0.0006015652930904849,0.0009365330303060949,0.0013519604564356388,0.0022095093647901305,0.0034089532305699314,0.006123094132133652,0.00793328746485991,0.015175600222236706,0.001982104371835114,0.0036977373396686656,0.005454260063705813,0.00809008727767923,0.012405780147159401,0.02196558346953431,0.033478436997252094,0.045721519541315675,0.06837808336414922,-0.001736766551623522,-0.003218063099979549,-0.0046150149558424405,-0.0065301368628449446,-0.00962387149705681,-0.015693800582955667,-0.020822104630772043,-0.02626945153463741,-0.03232318525204603,0.832471264367816,0.6272988505747127,0.4419540229885057,0,0.20517241379310344,0.1853448275862069,447.4280289955126,169,663.2638570774164,452,1021.2607282184655,801.5,0,0
MANAUSDT,Sample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFIUSDT,Sample,positive,10.855240665586129,0.009606407668660291,4090,113,3977,0.02762836185819071,4090,136.33648927058496,-0.15551298784859433,-0.09924812030075188,0.15315618153064844,0.09867694446199532,-0.00007036664455518914,-0.00004616422241376456,0.00006969986620072563,0.00004517594790809051,0.000005898538507445886,-0.0015671136118059921,-0.005325548382123524,0.0007983591639425955,0.0009060889908033365,0.28754826358939717,0.2662652299272937,0.16903422982885138,0.16853789731051477,0.11505597735168793,0.11285863978842993,0.00009193991888599052,0.00024621262070124864,0.0004941607140670205,0.0007571102718319723,0.001351240842611904,0.0022666606643758132,0.003298162883254295,0.0055509103819113515,0.008564196211127998,0.0009515683043989736,0.002087597514919908,0.003314793320382566,0.004976019784226659,0.007109421420366481,0.013212557743315808,0.019591851143653267,0.029017997831524873,0.045883479043196826,-0.0008747711157438199,-0.001986938453754593,-0.0030215254252060047,-0.004389326739959269,-0.006115326343369436,-0.010201413453774615,-0.014242979559962328,-0.018633069639060883,-0.025617265165414894,0.8418092909535453,0.6542787286063569,0.41271393643031784,0.00024449877750611245,0.18753056234718826,0.24156479217603913,559.2291606157421,272,902.4745889387145,583.5,1308.670616113744,1224,1397,1397
CRVUSDT,Sample,positive,0.17980000000000174,0.017980000000000173,14,1,13,0.07142857142857142,14,0.4666774693858654,-0.00021626745457380912,-0.00020740601529811834,0.00021818118188852127,0.0001873948944677117,-0.0006137975867700885,-0.0005670484497150606,0.0006254148523299095,0.0005231753954681715,-0.0006557492398645559,-0.014963286161915787,-0.04533481077949448,0.004347312934982489,0.005315665889573977,0.3199492914693828,0.36930789724251956,0.37142857142857144,0.3785714285714286,0.4699248120300751,0.48396501457725943,0.0007819330766186841,0.004817492552864987,0.011087717127047139,0.019438287861486443,0.015277312626286605,0.009916132225240182,0.014467210001722353,-0.01812787231288217,0.0008704958408857132,0.004111040883097851,0.024621277303175173,0.03627500390056658,0.04396029551915954,0.04631633760529249,0.04631633760529249,0.060135161853300825,0.0605288789572007,0.061630771619891896,-0.003990933895418444,-0.0054181640325415914,-0.006741028215173171,-0.007396427234933246,-0.010221078516661986,-0.019347857006912123,-0.025693254491478523,-0.034227155034541594,-0.03942223581525504,1,0.7857142857142857,0.5714285714285714,0,0.21428571428571427,0.21428571428571427,26.142857142857142,19.5,137.1818181818182,14,270.625,22.5,0,0
USDCUSDT,OutOfSample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USD1USDT,OutOfSample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RLUSDUSDT,OutOfSample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNBUSDT,OutOfSample,negative,-0.017129862467172297,-0.00003172196753180055,4425,54,4371,0.012203389830508475,4425,147.50341443088962,-0.028003323359932178,-0.016052631558290214,0.028294280847190875,0.016015694751302073,-0.00004042392467876444,-0.000023943486599308347,0.00004082373434117189,0.00002370871830718629,0.00004058071758065435,-0.0008534454747745573,-0.0032149206246590454,0.0004300288481065813,0.00045879013213059514,0.1629610036342546,0.19242650856056467,0.4331525423728855,0.4175412429378657,0.47093666369313003,0.4506260809408369,0.00004070929861140097,0.00013472888957677005,0.0002572824177513406,0.0003485213194050839,0.000366472284448893,0.0009120865346434938,0.0020979286214558223,0.004962948552440677,0.010774361274075304,0.0007012409600062398,0.0013179076241288216,0.0019268481713767924,0.0028619555868899145,0.004069860710102487,0.0074442258939828015,0.01149371814943702,0.018243832673004844,0.031008465343376684,-0.0007249379039638424,-0.0013249929902902225,-0.0019394469495739712,-0.002886299565492117,-0.003989558880698352,-0.0067007784977763,-0.009265146643040623,-0.012752946946248147,-0.016875157565354543,0.6409039548022599,0.48836158192090395,0.25740112994350284,0,0.15254237288135594,0.23096045197740114,849.8910437235543,562,1280.0236001850994,1221,1467.9262510974538,1390,0,0
SAHARAUSDT,OutOfSample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牛来USDT,OutOfSample,flat,0,0,8,0,8,0,8,0.26667283964906596,-0.00020612969924815844,-0.0002092105263158257,0.0001726028337650386,0.000176893713274742,-0.002314061990731361,-0.002355875816542087,0.0019387252499977637,0.0019786232532954624,0.009443849560392847,-0.034857151617442586,-0.15522937296516925,0.013080819604210587,0.012351644466552805,0.15932341116951246,0.31465167719382964,0.425,0.345,0.5394736842105263,0.4566326530612245,-0.0015448421221295333,-0.002596667413018325,0.012427570829129597,-0.02532924853379305,-0.0025294392976002583,-0.14505833953150826,-0.08710252525356454,-0.01773971800158508,0.061088865812819,0.011746959017875286,0.014263141050801037,0.033127057411147603,0.033127057411147603,0.033127057411147603,0.033127057411147603,0.033127057411147603,0.033127057411147603,0.06524383332632025,-0.01729905097757388,-0.022295138179456025,-0.023582634327181662,-0.06299867749580262,-0.06299867749580262,-0.15515036441260374,-0.19865275199065757,-0.19865275199065757,-0.19865275199065757,1,1,1,1,0,0,9.625,4,16.625,18.5,1157.25,1535,318.125,353
HOLOUSDT,OutOfSample,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEARUSDT,OutOfSample,negative,-0.060666223090151794,-0.002022207436338393,1223,3,1220,0.0024529844644317253,1223,40.76761036135096,-0.0003945917856334568,-0.00030676692782196226,0.0004075323279218338,0.00030350032887830025,-0.00019407607686164474,-0.00015786914111827073,0.00019850025986004383,0.00015308387945508548,-0.00005848655655063841,-0.0044899292368872,-0.015040703899867156,0.0016004717285639685,0.0017058737572004262,0.20037093618839283,0.24620161075122904,0.3604251839738347,0.3443008994276358,0.3756939363945428,0.36684632970113684,-0.00002188700564130171,0.0008065715509616838,0.0008471971221661345,0.0014403729363322985,0.00231333418527082,0.006081997640969528,0.014712423964398341,0.022799981617821766,0.03776681251615652,0.0025435631887816305,0.004952947016553299,0.007049258347248548,0.009799905306313122,0.01406413602530596,0.026439906185404503,0.04179735600400142,0.06020982811620341,0.09136085925658073,-0.0029253770362839735,-0.004953681789343415,-0.0067790177153806575,-0.00927828917684095,-0.012504105651962064,-0.017965903020607632,-0.02405593988328048,-0.03206137852796205,-0.03834081093333592,0.9452166802943581,0.8732624693376942,0.7048242027800491,0.0008176614881439084,0.07195421095666395,0.16843826655764513,283.2430795847751,98.5,493.061797752809,240.5,884.707656612529,669,302,302
SUIUSDT,OutOfSample,flat,0,0,130,0,130,0,130,4.333433644297322,-0.0002899450563119024,-0.00021766917441752405,0.0003192386172587141,0.00022020951435983377,-0.00037325468535219237,-0.0002794902635272613,0.0004069480324977439,0.0002928159694176141,0.000996714710718662,-0.00821821164250915,-0.028958481734837005,0.0028486302838714073,0.003235485952718171,0.22673779920797066,0.3215647031512414,0.46346153846153826,0.40861538461538505,0.48947368421052667,0.4469387755102038,0.001365739825499304,0.0021105737999825413,0.0037903138748125904,0.006215197320418126,0.003759868547257129,0.005857666920766433,0.015317588956678592,0.009879634942606352,0.006585579143357135,0.004478445299173422,0.007087042699531962,0.009362785612441598,0.012645189016065761,0.01648705767183361,0.02337102562980372,0.03809490140787822,0.051615265641780476,0.06545420524729977,-0.0036083990291686527,-0.005431562170530027,-0.0065813629330553364,-0.00784370168089423,-0.010936718291380487,-0.015494444350178958,-0.01943990415797866,-0.030261954254915943,-0.03853846038500622,0.8846153846153846,0.7923076923076923,0.6538461538461539,0.06153846153846154,0.09230769230769231,0.13846153846153847,118.65217391304348,38,494.86407766990294,219,1034.0470588235294,667,2594.625,2732
UNIUSDT,OutOfSample,negative,-0.6445915026535254,-0.004297276684356836,2587,15,2572,0.005798221878623889,2587,86.2353295215167,-0.000876065194851405,-0.0005864663150112707,0.0008477162198391403,0.0006054084457800674,-0.0001684739311205956,-0.00011974452598202219,0.00016098400426669827,0.00011997676649979632,-0.000209675926951844,-0.003738951439621818,-0.012897109113686104,0.0015099534889360538,0.001661847169135493,0.17958547898087057,0.21381095569067135,0.41459219172787026,0.39914186316196504,0.4618232864728482,0.43964721567018694,0.0001226210659803118,0.0004199012712038743,0.001241576886428278,0.0019750784491281564,0.0014103550265683895,0.0042772883354668416,0.009434557831577216,0.017251489054590324,0.04057283113958787,0.00266071897362763,0.004830607447435756,0.007134502724139224,0.010781955139634435,0.014549718911024266,0.026786982229666186,0.040139833544797526,0.05859603434906888,0.09918500258950956,-0.0027528243684215308,-0.005011729403787554,-0.0066269922344285035,-0.008972207477172511,-0.012404950337787312,-0.020535308976469015,-0.027324057563708405,-0.03539611094996001,-0.04559722613947682,0.9072284499420178,0.8171627367607267,0.6463084654039428,0.10668728256667954,0.09006571318129107,0.1708542713567839,234.52748189177674,61,487.49243140964995,257,928.6465311004785,693.5,1564.7282608695652,1643.5
ENAUSDT,OutOfSample,flat,0,0,13,0,13,0,13,0.4333433644297322,-0.00017795257382886254,-0.00018751879712536015,0.0001576315059703933,0.0001568819106230899,-0.0011572360848179002,-0.0011713786314254278,0.0010416485849543881,0.0011234515587085234,-0.00959830451012571,-0.028288894257830502,-0.08573101573539432,0.005379942388652281,0.006030189263883872,0.35645219067324524,0.44575445839968847,0.37692307692307686,0.33384615384615385,0.49392712550607293,0.4285714285714285,-0.002088137804287695,-0.012092217514590562,-0.0127799467740893,-0.00921550428689875,-0.010168422203417892,0.022189067151070045,0.04847808166463933,0.024079685054435737,0.08053816119067846,0.007270613340038406,0.01000202556461263,0.01000202556461263,0.01833446024358981,0.026497434612847377,0.03675637853256508,0.10636079215375817,0.11324521958429072,0.18399621720298642,-0.009397251391612139,-0.019446899496508678,-0.02613952770604789,-0.03383654644473991,-0.04734451519136999,-0.048166123489613806,-0.048166123489613806,-0.048166123489613806,-0.05568181525656342,0.9230769230769231,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.38461538461538464,0,317.1666666666667,9,42,44,97,100,1893.1666666666667,1906
